---------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  Bin Id             Marker lineage            # genomes   # markers   # marker sets    0     1    2    3    4   5+   Completeness   Contamination   Strain heterogeneity  
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  bin.44         k__Bacteria (UID2570)            433         272           182         1    264   7    0    0   0       99.45            3.85              28.57          
  bin.97       o__Rickettsiales (UID3809)          83         324           211         3    302   7    10   0   2       98.58           16.11              31.82          
  bin.43       o__Rickettsiales (UID3809)          83         324           211         4    309   9    2    0   0       98.10            4.82               6.67          
  bin.88         k__Bacteria (UID2982)             88         229           147         5    219   5    0    0   0       96.60            1.95              20.00          
  bin.27         k__Bacteria (UID3187)            2258        185           114         11   170   4    0    0   0       96.56            3.51              50.00          
  bin.107        k__Bacteria (UID2982)             88         230           148         7    222   1    0    0   0       95.27            0.34              100.00         
  bin.108        k__Bacteria (UID1453)            901         171           117         6    158   6    1    0   0       94.87            5.21              66.67          
  bin.106        k__Bacteria (UID2570)            433         272           182         11   254   7    0    0   0       94.51            3.30              57.14          
  bin.68          k__Bacteria (UID203)            5449        104            58         7     44   38   11   4   0       94.36           62.79              48.42          
  bin.100   c__Gammaproteobacteria (UID4274)      112         580           289         25   525   29   0    1   0       94.34            4.63              31.43          
  bin.85       p__Bacteroidetes (UID2591)         364         303           203         24   275   4    0    0   0       94.25            1.40              75.00          
  bin.67         k__Bacteria (UID2982)             88         227           146         11   211   5    0    0   0       94.25            2.74              100.00         
  bin.35    c__Gammaproteobacteria (UID4274)      112         580           289         29   538   13   0    0   0       93.54            2.54              84.62          
  bin.24          k__Bacteria (UID203)            5449        104            58         11    77   16   0    0   0       93.35           10.61              93.75          
  bin.32      o__Actinomycetales (UID1696)        455         315           190         24   254   36   1    0   0       90.63           14.46              87.18          
  bin.71       p__Bacteroidetes (UID2591)         364         303           203         24   273   6    0    0   0       89.93            2.15              16.67          
  bin.20         k__Bacteria (UID3187)            2258        182           112         15   164   3    0    0   0       89.68            1.79              100.00         
  bin.89    c__Betaproteobacteria (UID3959)       235         419           211         48   293   75   3    0   0       88.91           19.54              97.62          
  bin.38      o__Burkholderiales (UID4000)        193         427           214         47   376   4    0    0   0       87.54            0.64              25.00          
  bin.40         k__Bacteria (UID2495)            2993        139            83         19   118   2    0    0   0       87.22            0.67               0.00          
  bin.2     c__Betaproteobacteria (UID3888)       323         387           234         40   308   38   1    0   0       86.83           11.67              95.12          
  bin.1       o__Actinomycetales (UID1696)        455         315           190         66   238   11   0    0   0       86.18            4.11              90.91          
  bin.66          k__Bacteria (UID203)            5449        103            58         14    71   18   0    0   0       85.74            7.37              94.44          
  bin.3       o__Actinomycetales (UID1696)        455         315           190         55   249   11   0    0   0       82.08            4.39              90.91          
  bin.60          k__Bacteria (UID203)            5449        104            58         45    57   2    0    0   0       80.25            3.45              100.00         
  bin.30      o__Actinomycetales (UID1696)        455         315           190         49   258   8    0    0   0       80.19            3.16              87.50          
  bin.83         k__Bacteria (UID1453)            901         171           117         29   138   4    0    0   0       78.63            2.56              50.00          
  bin.49          k__Bacteria (UID203)            5449        104            58         49    54   1    0    0   0       78.62            1.72              100.00         
  bin.101     o__Actinomycetales (UID1696)        455         315           190         65   230   20   0    0   0       78.35            5.95              80.00          
  bin.110        k__Bacteria (UID1453)            901         171           117         34   134   3    0    0   0       77.26            2.14              33.33          
  bin.45    c__Gammaproteobacteria (UID4274)      112         580           289        114   453   12   1    0   0       77.00            2.48              80.00          
  bin.15          k__Bacteria (UID203)            5449        104            58         52    51   1    0    0   0       76.03            0.34              100.00         
  bin.65          k__Bacteria (UID203)            5449        104            58         52    49   3    0    0   0       75.00            5.17              66.67          
  bin.39      o__Burkholderiales (UID4001)        108         549           242        125   417   7    0    0   0       74.93            1.60              100.00         
  bin.37         k__Bacteria (UID3187)            2258        184           114         39   141   4    0    0   0       73.76            2.37               0.00          
  bin.70       p__Bacteroidetes (UID2591)         364         303           203         88   210   5    0    0   0       70.49            1.05              80.00          
  bin.74          k__Bacteria (UID203)            5449        104            58         57    46   1    0    0   0       70.00            1.72              100.00         
  bin.73          k__Bacteria (UID203)            5449        103            58         55    44   4    0    0   0       66.81            6.90              100.00         
  bin.19    c__Deltaproteobacteria (UID3217)       62         280           168         80   198   2    0    0   0       64.84            1.19               0.00          
  bin.46          k__Bacteria (UID203)            5449        104            58         59    37   8    0    0   0       63.90            7.52              100.00         
  bin.81      o__Burkholderiales (UID4001)        108         570           250        203   359   8    0    0   0       62.19            1.21              37.50          
  bin.58         k__Bacteria (UID1452)            924         161           108         54    98   9    0    0   0       59.33            3.86              88.89          
  bin.104     o__Actinomycetales (UID1696)        455         315           190        103   200   12   0    0   0       59.26            4.74              100.00         
  bin.28    c__Gammaproteobacteria (UID4202)       67         481           276        190   287   4    0    0   0       57.13            0.57              50.00          
  bin.17          k__Bacteria (UID203)            5449        104            58         63    40   1    0    0   0       55.11            1.72              100.00         
  bin.48        o__Rhizobiales (UID3654)           92         481           319        229   241   10   1    0   0       54.90            2.09              61.54          
  bin.51          k__Bacteria (UID203)            5449        104            58         67    35   2    0    0   0       50.27            3.45              100.00         
  bin.102        k__Bacteria (UID1453)            901         171           117         86    80   5    0    0   0       48.30            2.66              60.00          
  bin.105     o__Burkholderiales (UID4000)        193         427           214        210   204   13   0    0   0       47.90            2.41              53.85          
  bin.21      o__Burkholderiales (UID4000)        193         427           214        228   191   8    0    0   0       47.45            1.66              25.00          
  bin.78          k__Bacteria (UID203)            5449        104            58         74    30   0    0    0   0       43.10            0.00               0.00          
  bin.86          k__Bacteria (UID203)            5449        104            58         72    26   6    0    0   0       41.38            3.97              100.00         
  bin.94    c__Gammaproteobacteria (UID4202)       67         481           276        278   189   13   0    1   0       40.89            1.05              84.21          
  bin.90          k__Bacteria (UID203)            5449        104            58         82    22   0    0    0   0       33.62            0.00               0.00          
  bin.64         k__Bacteria (UID2569)            434         278           186        177    98   3    0    0   0       29.71            1.08               0.00          
  bin.95      o__Burkholderiales (UID4000)        193         427           214        303   120   4    0    0   0       28.37            0.75              25.00          
  bin.23          k__Bacteria (UID203)            5449        104            58         83    21   0    0    0   0       26.02            0.00               0.00          
  bin.14         k__Bacteria (UID2982)             88         230           148        147    81   2    0    0   0       25.66            0.07              50.00          
  bin.91      o__Burkholderiales (UID4000)        193         427           214        284   143   0    0    0   0       24.58            0.00               0.00          
  bin.7          k__Bacteria (UID2982)             88         227           146        160    66   1    0    0   0       23.30            0.04              100.00         
  bin.16          k__Bacteria (UID203)            5449        104            58         89    15   0    0    0   0       22.41            0.00               0.00          
  bin.18          k__Bacteria (UID203)            5449        103            58         89    14   0    0    0   0       21.55            0.00               0.00          
  bin.4         o__Rhizobiales (UID3654)           92         481           319        382    99   0    0    0   0       19.31            0.00               0.00          
  bin.9           k__Bacteria (UID203)            5449        104            58         92    11   1    0    0   0       15.52            1.72               0.00          
  bin.6           k__Bacteria (UID203)            5449        104            58         91    13   0    0    0   0       15.52            0.00               0.00          
  bin.50          k__Bacteria (UID203)            5449        103            57         90    13   0    0    0   0       15.09            0.00               0.00          
  bin.10    c__Betaproteobacteria (UID3959)       235         420           211        349    71   0    0    0   0       10.93            0.00               0.00          
  bin.93           k__Archaea (UID2)              207         149           107        132    11   6    0    0   0        4.45            0.43               0.00          
  bin.31           k__Archaea (UID2)              207         149           107        131    11   7    0    0   0        4.45            0.50               0.00          
  bin.92           k__Archaea (UID2)              207         149           107        132    10   7    0    0   0        3.98            0.50               0.00          
  bin.77           k__Archaea (UID2)              207         149           107        132    10   6    1    0   0        3.98            0.58               0.00          
  bin.36           k__Archaea (UID2)              207         149           107        132    10   7    0    0   0        3.98            0.50               0.00          
  bin.98           k__Archaea (UID2)              207         148           106        132    10   4    1    1   0        3.54            0.65              23.08          
  bin.11           k__Archaea (UID2)              207         148           106        132    10   5    1    0   0        3.54            1.38              25.00          
  bin.109          k__Archaea (UID2)              207         148           106        132    10   6    0    0   0        3.54            0.44               0.00          
  bin.59           k__Archaea (UID2)              207         149           107        133    10   6    0    0   0        3.04            0.43               0.00          
  bin.8           k__Bacteria (UID203)            5449        104            58         94    7    3    0    0   0        2.27            0.47               0.00          
  bin.42           k__Archaea (UID2)              207         149           107        134    8    7    0    0   0        2.11            0.50               0.00          
  bin.12           k__Archaea (UID2)              207         149           107        137    8    4    0    0   0        1.10            0.29               0.00          
  bin.99              root (UID1)                 5656         56            24         56    0    0    0    0   0        0.00            0.00               0.00          
  bin.96              root (UID1)                 5656         56            24         56    0    0    0    0   0        0.00            0.00               0.00          
  bin.87              root (UID1)                 5656         56            24         56    0    0    0    0   0        0.00            0.00               0.00          
  bin.84          k__Bacteria (UID203)            5449        104            58        104    0    0    0    0   0        0.00            0.00               0.00          
  bin.82              root (UID1)                 5656         56            24         56    0    0    0    0   0        0.00            0.00               0.00          
  bin.80              root (UID1)                 5656         56            24         56    0    0    0    0   0        0.00            0.00               0.00          
  bin.79              root (UID1)                 5656         56            24         56    0    0    0    0   0        0.00            0.00               0.00          
  bin.76          k__Bacteria (UID203)            5449         98            52         98    0    0    0    0   0        0.00            0.00               0.00          
  bin.75              root (UID1)                 5656         56            24         56    0    0    0    0   0        0.00            0.00               0.00          
  bin.72              root (UID1)                 5656         56            24         56    0    0    0    0   0        0.00            0.00               0.00          
  bin.69              root (UID1)                 5656         56            24         56    0    0    0    0   0        0.00            0.00               0.00          
  bin.63              root (UID1)                 5656         56            24         56    0    0    0    0   0        0.00            0.00               0.00          
  bin.62              root (UID1)                 5656         56            24         56    0    0    0    0   0        0.00            0.00               0.00          
